imagepath,question,answer
./train2014/COCO_train2014_000000016412.jpg,Why are the people running across the street ?,raining
./train2014/COCO_train2014_000000491111.jpg,What is the pattern on the sheets ?,flower
./train2014/COCO_train2014_000000491111.jpg,Where are the kids ?,bed
./train2014/COCO_train2014_000000491111.jpg,Are these girls or boys ?,girls
./train2014/COCO_train2014_000000408219.jpg,What is on the man's face ?,goggles
./train2014/COCO_train2014_000000408219.jpg,What color is the snowboard ?,blue
./train2014/COCO_train2014_000000408219.jpg,What season does this photo represent ?,winter
./train2014/COCO_train2014_000000310562.jpg,Does it seem that this is happening at a relatively late hour ?,yes
./train2014/COCO_train2014_000000310562.jpg,Is this likely at someone's house ?,no
./train2014/COCO_train2014_000000310562.jpg,Are there any windows ?,no
./train2014/COCO_train2014_000000165018.jpg,Is it a good day for snowboarding ?,yes
./train2014/COCO_train2014_000000165018.jpg,Can you see tree in the picture ?,yes
./train2014/COCO_train2014_000000165018.jpg,How many people are on the slope ?,5
./train2014/COCO_train2014_000000073302.jpg,What color is the bold man's shirt ?,green
./train2014/COCO_train2014_000000073302.jpg,Where is this ?,bakery
./train2014/COCO_train2014_000000073302.jpg,Does this appear to be a butcher shop ?,no
./train2014/COCO_train2014_000000504321.jpg,What color is the bird near the water ?,white and gray
./train2014/COCO_train2014_000000504321.jpg,What is in the background ?,boats
./train2014/COCO_train2014_000000504321.jpg,Is the bird hungry ?,yes
./train2014/COCO_train2014_000000439809.jpg,Is this a child ?,yes
./train2014/COCO_train2014_000000439809.jpg,Is there a mountain in this picture ?,yes
./train2014/COCO_train2014_000000439809.jpg,Is this horse wild ?,no
./train2014/COCO_train2014_000000014622.jpg,What colors do the cars alternate ?,white and brown
./train2014/COCO_train2014_000000014622.jpg,Can three trains use these tracks at the same time ?,no
./train2014/COCO_train2014_000000014622.jpg,Is the train going left or right ?,left
./train2014/COCO_train2014_000000029075.jpg,Where are the hippos ?,water
./train2014/COCO_train2014_000000029075.jpg,Are these hippos ?,yes
./train2014/COCO_train2014_000000029075.jpg,Are these hippos in the water ?,no
./train2014/COCO_train2014_000000565939.jpg,Is there a dog ?,yes
./train2014/COCO_train2014_000000565939.jpg,What is the person doing ?,playing with dog
./train2014/COCO_train2014_000000565939.jpg,What kind of goal is behind the boy ?,soccer
./train2014/COCO_train2014_000000497327.jpg,What is the main color of the boat ?,white
./train2014/COCO_train2014_000000497327.jpg,What flag is flown at the end of the boat ?,usa
./train2014/COCO_train2014_000000497327.jpg,Where is this ?,water
./train2014/COCO_train2014_000000172507.jpg,Is someone drinking the soda ?,yes
./train2014/COCO_train2014_000000172507.jpg,Is the sandwich cut in half ?,yes
./train2014/COCO_train2014_000000172507.jpg,What drink is in the can ?,coca cola
./train2014/COCO_train2014_000000185436.jpg,What vegetable is on top of the rack ?,avocado
./train2014/COCO_train2014_000000185436.jpg,What kind of carrots are in the bag ?,baby
./train2014/COCO_train2014_000000185436.jpg,Is there any meat visible ?,no
./train2014/COCO_train2014_000000268510.jpg,Is the towel wet ?,yes
./train2014/COCO_train2014_000000268510.jpg,Is there someone in the mirror ?,yes
./train2014/COCO_train2014_000000268510.jpg,Is the faucet running ?,no
./train2014/COCO_train2014_000000568396.jpg,Is there rice in this dish ?,yes
./train2014/COCO_train2014_000000568396.jpg,Are there onions in the salad ?,yes
./train2014/COCO_train2014_000000568396.jpg,Can the plate be thrown away ?,yes
./train2014/COCO_train2014_000000332732.jpg,What does the red and white sign say ?,stop
./train2014/COCO_train2014_000000332732.jpg,What is on the stop sign ?,graffiti
./train2014/COCO_train2014_000000332732.jpg,Where the stop sign is fitted ?,on bus
./train2014/COCO_train2014_000000325710.jpg,What is the person eating ?,pizza
./train2014/COCO_train2014_000000325710.jpg,What toppings are on the pizza ?,pepperoni
./train2014/COCO_train2014_000000325710.jpg,How many people ?,7
./train2014/COCO_train2014_000000493468.jpg,What sport is being played ?,tennis
./train2014/COCO_train2014_000000493468.jpg,What is the sex of the player playing the sport ?,male
./train2014/COCO_train2014_000000493468.jpg,What kind of pants is the person wearing ?,shorts
./train2014/COCO_train2014_000000428299.jpg,Would the food in the picture be consider healthier than McDonald's Chicken Nuggets ?,yes
./train2014/COCO_train2014_000000428299.jpg,What is the green food ?,broccoli
./train2014/COCO_train2014_000000428299.jpg,What color are the stars ?,gold
./train2014/COCO_train2014_000000055951.jpg,What does the woman have in her hand ?,wine glass
./train2014/COCO_train2014_000000055951.jpg,Are the women wearing sunglasses ?,yes
./train2014/COCO_train2014_000000055951.jpg,Are they wearing matching bracelets ?,yes
./train2014/COCO_train2014_000000349237.jpg,Is the bench full ?,no
./train2014/COCO_train2014_000000349237.jpg,Is that a modern piece of military equipment ?,no
./train2014/COCO_train2014_000000349237.jpg,Has the bench been painted recently ?,no
./train2014/COCO_train2014_000000378028.jpg,How many chairs are in the room ?,3
./train2014/COCO_train2014_000000378028.jpg,Are cabinet doors open ?,yes
./train2014/COCO_train2014_000000378028.jpg,Is the girl facing the camera ?,no
./train2014/COCO_train2014_000000110393.jpg,Were these pictures taken on the same day ?,yes
./train2014/COCO_train2014_000000110393.jpg,What age range is this person ?,12-14
./train2014/COCO_train2014_000000110393.jpg,Does he have something clipped on his jacket ?,yes
./train2014/COCO_train2014_000000429614.jpg,Is the mozzarella cheese shredded or buffalo style ?,buffalo style
./train2014/COCO_train2014_000000429614.jpg,Is that woman angry ?,no
./train2014/COCO_train2014_000000429614.jpg,Is that going to be delicious ?,yes
./train2014/COCO_train2014_000000406077.jpg,Does the weather appear to be sunny ?,yes
./train2014/COCO_train2014_000000406077.jpg,What style of urban painting is on the train car ?,graffiti
./train2014/COCO_train2014_000000406077.jpg,What are the letters on the train ?,gatx
./train2014/COCO_train2014_000000224079.jpg,What is the baby holding ?,toothbrush
./train2014/COCO_train2014_000000224079.jpg,Is the baby wearing a bib ?,yes
./train2014/COCO_train2014_000000224079.jpg,How many colors are on the bib ?,4
./train2014/COCO_train2014_000000229658.jpg,Are these seagulls ?,no
./train2014/COCO_train2014_000000229658.jpg,What color are the trees ?,green
./train2014/COCO_train2014_000000229658.jpg,What are the birds doing in this area ?,standing there
./train2014/COCO_train2014_000000141922.jpg,Has someone been using a lot of bleach on a wearable ?,yes
./train2014/COCO_train2014_000000141922.jpg,What is hanging around the man's neck ?,lanyard with tag
./train2014/COCO_train2014_000000141922.jpg,Is there a blue drink on the table ?,yes
./train2014/COCO_train2014_000000346964.jpg,How many blades of dry grass are there in the field ?,1000
./train2014/COCO_train2014_000000346964.jpg,What color is the grass ?,brown
./train2014/COCO_train2014_000000346964.jpg,How many giraffes are pictured here ?,6
./train2014/COCO_train2014_000000255375.jpg,What color is the women's dress ?,black
./train2014/COCO_train2014_000000255375.jpg,Who is smoking ?,woman
./train2014/COCO_train2014_000000255375.jpg,What color is the man's shirt ?,blue
./train2014/COCO_train2014_000000103843.jpg,Is the burrito bigger than the plate ?,yes
./train2014/COCO_train2014_000000103843.jpg,What type of salsa is in the two white paper cups ?,relish
./train2014/COCO_train2014_000000103843.jpg,What is this type of food called ?,wrap
./train2014/COCO_train2014_000000119962.jpg,What is next to the pizza ?,keys
./train2014/COCO_train2014_000000119962.jpg,Is there meat on the pizza ?,yes
./train2014/COCO_train2014_000000119962.jpg,Did someone steal a slice of pizza ?,yes
./train2014/COCO_train2014_000000103166.jpg,What is the boy doing ?,skiing
./train2014/COCO_train2014_000000103166.jpg,Is the boy's jacket too big for him ?,no
./train2014/COCO_train2014_000000103166.jpg,Does this person look like a hardened criminal ?,yes
./train2014/COCO_train2014_000000121365.jpg,What is the boy riding on ?,skateboard
./train2014/COCO_train2014_000000121365.jpg,What pattern is on his shirt ?,striped
./train2014/COCO_train2014_000000121365.jpg,Is the person in the bottom of the ramp ?,no
./train2014/COCO_train2014_000000198546.jpg,Is this a baby elephant ?,no
./train2014/COCO_train2014_000000198546.jpg,Does the elephant have tusks ?,no
./train2014/COCO_train2014_000000198546.jpg,What is on the elephants trunk ?,skin
./train2014/COCO_train2014_000000394303.jpg,Is this dog overweight ?,no
./train2014/COCO_train2014_000000394303.jpg,Is the dog throwing the frisbee ?,no
./train2014/COCO_train2014_000000394303.jpg,Is the dog a female ?,yes
./train2014/COCO_train2014_000000172171.jpg,What color is the vehicle in the picture ?,red
./train2014/COCO_train2014_000000172171.jpg,Is that snow on the ground ?,yes
./train2014/COCO_train2014_000000172171.jpg,What kind of vehicle is in the photo ?,bus
./train2014/COCO_train2014_000000269551.jpg,What is the table made of ?,wood
./train2014/COCO_train2014_000000269551.jpg,What is this man doing ?,playing on laptop
./train2014/COCO_train2014_000000269551.jpg,What color is his shirt ?,brown
./train2014/COCO_train2014_000000338910.jpg,Is it snowing ?,yes
./train2014/COCO_train2014_000000338910.jpg,What is in the background ?,ski lift
./train2014/COCO_train2014_000000338910.jpg,Are there any people on the seats in the air ?,yes
./train2014/COCO_train2014_000000517748.jpg,What kind of fruit is in the foreground ?,grape
./train2014/COCO_train2014_000000517748.jpg,Are the grapes in a basket ?,no
./train2014/COCO_train2014_000000517748.jpg,What is out of focus ?,"orange, apples, pears"
./train2014/COCO_train2014_000000023702.jpg,Is this a camel ?,no
./train2014/COCO_train2014_000000023702.jpg,Is that a mountain in the background ?,yes
./train2014/COCO_train2014_000000023702.jpg,What does the side of the camel say ?,water aid
./train2014/COCO_train2014_000000469701.jpg,What game system is the person playing ?,wii
./train2014/COCO_train2014_000000469701.jpg,What color is the sweatshirt ?,blue
./train2014/COCO_train2014_000000469701.jpg,What do you call the controller the girl is using ?,wiimote
./train2014/COCO_train2014_000000298427.jpg,What kind of cheese is used in this dish ?,swiss
./train2014/COCO_train2014_000000298427.jpg,Would a vegetarian eat this meal ?,no
./train2014/COCO_train2014_000000298427.jpg,What is on the plate ?,food
./train2014/COCO_train2014_000000531961.jpg,Could she be a he ?,no
./train2014/COCO_train2014_000000531961.jpg,Is she wearing makeup ?,yes
./train2014/COCO_train2014_000000531961.jpg,What is the hair across the forehead known as ?,bangs
./train2014/COCO_train2014_000000467929.jpg,What number is he wearing ?,3
./train2014/COCO_train2014_000000467929.jpg,What is the man wearing on his head ?,hat
./train2014/COCO_train2014_000000467929.jpg,Are the skis on his feet ?,no
./train2014/COCO_train2014_000000121046.jpg,What is in the pot ?,turkey
./train2014/COCO_train2014_000000121046.jpg,What holiday is this meal often associated with ?,thanksgiving
./train2014/COCO_train2014_000000121046.jpg,Is the woman wearing mom jeans ?,yes
./train2014/COCO_train2014_000000216571.jpg,Is this professional photo ?,yes
./train2014/COCO_train2014_000000216571.jpg,What number is the jockey in orange wearing ?,7
./train2014/COCO_train2014_000000216571.jpg,How many horses are there ?,2
./train2014/COCO_train2014_000000301191.jpg,How many crosses can be seen ?,7
./train2014/COCO_train2014_000000301191.jpg,Is the sky cloudy ?,no
./train2014/COCO_train2014_000000301191.jpg,What time does it say ?,3:05
./train2014/COCO_train2014_000000442542.jpg,Is this greasy ?,no
./train2014/COCO_train2014_000000442542.jpg,What vegetable is one the plate ?,broccoli
./train2014/COCO_train2014_000000442542.jpg,What kind of seed is sprinkled on top of the dish ?,sesame
./train2014/COCO_train2014_000000228226.jpg,What type of plane is this ?,bomber
./train2014/COCO_train2014_000000228226.jpg,What are below the plane ?,city
./train2014/COCO_train2014_000000228226.jpg,Is this a military plane ?,yes
./train2014/COCO_train2014_000000508663.jpg,How many lighting fixtures are in the picture ?,5
./train2014/COCO_train2014_000000508663.jpg,Is the room well kept ?,yes
./train2014/COCO_train2014_000000508663.jpg,How many framed pictures are on the wall ?,4
./train2014/COCO_train2014_000000523196.jpg,What establishment is on the right hand side of the street ?,lion
./train2014/COCO_train2014_000000523196.jpg,How many people walking the sidewalk ?,2
./train2014/COCO_train2014_000000523196.jpg,What does the red sign say ?,the lion
./train2014/COCO_train2014_000000418868.jpg,How many people are shown ?,2
./train2014/COCO_train2014_000000418868.jpg,What color is the animal ?,black
./train2014/COCO_train2014_000000418868.jpg,What gender is the person milking the cow ?,female
./train2014/COCO_train2014_000000396400.jpg,Is the dog on  leash ?,yes
./train2014/COCO_train2014_000000396400.jpg,Is this animal happy ?,yes
./train2014/COCO_train2014_000000396400.jpg,What color is the collar ?,red
./train2014/COCO_train2014_000000548704.jpg,What is inside the bananas ?,fried banana
./train2014/COCO_train2014_000000548704.jpg,How many bananas are pictured ?,4
./train2014/COCO_train2014_000000548704.jpg,Have the bananas been cooked ?,yes
./train2014/COCO_train2014_000000019759.jpg,How old are the people in the back ?,17
./train2014/COCO_train2014_000000019759.jpg,Is this a modern photo ?,no
./train2014/COCO_train2014_000000019759.jpg,How many people with ties are visible ?,2
./train2014/COCO_train2014_000000041005.jpg,How many clouds are in the sky ?,no
./train2014/COCO_train2014_000000041005.jpg,Which direction are the skiers looking towards ?,downhill
./train2014/COCO_train2014_000000041005.jpg,How many skiers are there ?,4
./train2014/COCO_train2014_000000569718.jpg,What kind of animal is this ?,giraffe
./train2014/COCO_train2014_000000569718.jpg,Does this animal have stripes ?,no
./train2014/COCO_train2014_000000569718.jpg,Is the giraffe running ?,no
./train2014/COCO_train2014_000000309521.jpg,What type of wood is that bed frame made of ?,oak
./train2014/COCO_train2014_000000309521.jpg,Is it dark outside ?,no
./train2014/COCO_train2014_000000309521.jpg,What are covering the windows ?,blinds
./train2014/COCO_train2014_000000371091.jpg,Might the airplane be preparing for a landing ?,yes
./train2014/COCO_train2014_000000371091.jpg,Is this Air China plane ?,yes
./train2014/COCO_train2014_000000371091.jpg,How many wheels are visible ?,18
./train2014/COCO_train2014_000000396743.jpg,What is the table made of ?,stone
./train2014/COCO_train2014_000000396743.jpg,What color is the vase ?,blue
./train2014/COCO_train2014_000000396743.jpg,What is the vase on ?,table
./train2014/COCO_train2014_000000159585.jpg,What is this animal eating ?,grass
./train2014/COCO_train2014_000000159585.jpg,Where is the fence ?,behind animal
./train2014/COCO_train2014_000000159585.jpg,Is this photo outdoors ?,yes
./train2014/COCO_train2014_000000540923.jpg,What is the yellow vegetable in the picture ?,potato
./train2014/COCO_train2014_000000540923.jpg,Is this pizza ?,no
./train2014/COCO_train2014_000000540923.jpg,What color is the napkin ?,red
./train2014/COCO_train2014_000000552291.jpg,What are the people doing in this picture ?,eating
./train2014/COCO_train2014_000000552291.jpg,How many people are under 30 in this picture ?,0
./train2014/COCO_train2014_000000552291.jpg,How many people wearing hats ?,3
./train2014/COCO_train2014_000000358527.jpg,What color are the flowers ?,red
./train2014/COCO_train2014_000000358527.jpg,What animal is this ?,zebra
./train2014/COCO_train2014_000000358527.jpg,What are the lines going across the front of the picture ?,fence
./train2014/COCO_train2014_000000055580.jpg,What is placed on top of the fireplace ?,vase
./train2014/COCO_train2014_000000055580.jpg,Why is there wood in the room ?,floor
./train2014/COCO_train2014_000000055580.jpg,What color are the walls ?,orange
./train2014/COCO_train2014_000000398535.jpg,Are there any signs prohibiting behavior ?,yes
./train2014/COCO_train2014_000000398535.jpg,How is the weather ?,warm
./train2014/COCO_train2014_000000398535.jpg,What are they flying ?,kites
./train2014/COCO_train2014_000000180641.jpg,Is the dog tired ?,yes
./train2014/COCO_train2014_000000180641.jpg,What is over the dog's mouth ?,muzzle
./train2014/COCO_train2014_000000180641.jpg,Why is this dog wearing mouth guard ?,bites
./train2014/COCO_train2014_000000190580.jpg,Is this cat asleep ?,no
./train2014/COCO_train2014_000000190580.jpg,What is the sofa made of ?,leather
./train2014/COCO_train2014_000000190580.jpg,What is that colorful thing underneath the cat ?,toy
./train2014/COCO_train2014_000000294834.jpg,How many giraffes are sitting ?,1 giraffe is sitting
./train2014/COCO_train2014_000000294834.jpg,How many baby giraffes are pictured ?,1
./train2014/COCO_train2014_000000294834.jpg,What is on the ground near the standing giraffe ?,rocks
./train2014/COCO_train2014_000000521366.jpg,What has this couple recently done ?,marry
./train2014/COCO_train2014_000000521366.jpg,Are two men getting married ?,no
./train2014/COCO_train2014_000000521366.jpg,What is this event ?,wedding
./train2014/COCO_train2014_000000002114.jpg,How many boats are visible ?,4
./train2014/COCO_train2014_000000002114.jpg,How many umbrellas are in the image ?,4
./train2014/COCO_train2014_000000002114.jpg,How many chairs are visible ?,4
./train2014/COCO_train2014_000000026780.jpg,Does this look like a group of nerds ?,no
./train2014/COCO_train2014_000000026780.jpg,What are the people throwing ?,frisbee
./train2014/COCO_train2014_000000026780.jpg,Are there more men than women in this picture ?,yes
./train2014/COCO_train2014_000000444350.jpg,Is this a professional event ?,yes
./train2014/COCO_train2014_000000444350.jpg,What is the man holding ?,frisbee
./train2014/COCO_train2014_000000444350.jpg,What color shirt is the man wearing ?,blue
./train2014/COCO_train2014_000000317962.jpg,How many pillows are on the blanket ?,2
./train2014/COCO_train2014_000000317962.jpg,What is the object lying on the bed ?,cell phone
./train2014/COCO_train2014_000000317962.jpg,What color is the mug that's on the nightstand ?,white
./train2014/COCO_train2014_000000205947.jpg,Is there an empty plate on the table ?,yes
./train2014/COCO_train2014_000000205947.jpg,Is this a healthy well balanced meal ?,no
./train2014/COCO_train2014_000000205947.jpg,What tomato-based condiment is usually paired with the side dish shown ?,ketchup
./train2014/COCO_train2014_000000141554.jpg,What age demographic are these boys ?,indian
./train2014/COCO_train2014_000000141554.jpg,Are all of the boys wearing backpacks ?,no
./train2014/COCO_train2014_000000141554.jpg,Are these people black ?,no
./train2014/COCO_train2014_000000179409.jpg,What room is this ?,bathroom
./train2014/COCO_train2014_000000179409.jpg,Is it a bathroom ?,yes
./train2014/COCO_train2014_000000179409.jpg,Which room is this ?,bathroom
./train2014/COCO_train2014_000000319045.jpg,Should they be worried about sunburn ?,no
./train2014/COCO_train2014_000000319045.jpg,Is there snow on the ground ?,yes
./train2014/COCO_train2014_000000319045.jpg,Is it winter ?,yes
./train2014/COCO_train2014_000000575530.jpg,Which room is this ?,bathroom
./train2014/COCO_train2014_000000575530.jpg,Has this room been recently cleaned ?,yes
./train2014/COCO_train2014_000000575530.jpg,Where is the mirror ?,wall
./train2014/COCO_train2014_000000127391.jpg,What room is this ?,bathroom
./train2014/COCO_train2014_000000127391.jpg,What is the robe made out of ?,terry cloth
./train2014/COCO_train2014_000000127391.jpg,Can the robe see its reflection ?,no
./train2014/COCO_train2014_000000429935.jpg,Are there three people in the photo ?,no
./train2014/COCO_train2014_000000429935.jpg,Do these people know each other ?,yes
./train2014/COCO_train2014_000000429935.jpg,What color are the wetsuits ?,black
./train2014/COCO_train2014_000000132908.jpg,Is this a bus ?,yes
./train2014/COCO_train2014_000000132908.jpg,How many wheels are on the bus ?,6
./train2014/COCO_train2014_000000132908.jpg,Where is the bus parked ?,parking lot
./train2014/COCO_train2014_000000299433.jpg,What color is this air Canada jet ?,white
./train2014/COCO_train2014_000000299433.jpg,What color is the sky ?,gray
./train2014/COCO_train2014_000000299433.jpg,What picture is on the tail of the plane ?,maple leaf
./train2014/COCO_train2014_000000212863.jpg,What furniture is under the plane ?,chairs table
./train2014/COCO_train2014_000000212863.jpg,Is the plane in the air ?,no
./train2014/COCO_train2014_000000212863.jpg,Where is the plane ?,ground
./train2014/COCO_train2014_000000384888.jpg,What is in the black cup ?,potato salad
./train2014/COCO_train2014_000000384888.jpg,What is the boy eating ?,ribs
./train2014/COCO_train2014_000000384888.jpg,Is there a cup of beer ?,yes
./train2014/COCO_train2014_000000465335.jpg,How many mammals are in the vicinity of the picture ?,1
./train2014/COCO_train2014_000000465335.jpg,Are there two dogs in this picture ?,no
./train2014/COCO_train2014_000000465335.jpg,Is there a human present ?,yes
./train2014/COCO_train2014_000000308653.jpg,Is this a heavily populated area ?,no
./train2014/COCO_train2014_000000308653.jpg,How many sheep ?,14
./train2014/COCO_train2014_000000308653.jpg,Have the sheep been recently shorn ?,no
./train2014/COCO_train2014_000000344859.jpg,What is the average height of the waves ?,low
./train2014/COCO_train2014_000000344859.jpg,Are the surfers' feet wet ?,yes
./train2014/COCO_train2014_000000344859.jpg,What are the two people doing on the beach ?,surfing
./train2014/COCO_train2014_000000147520.jpg,What sport are they participating in ?,skiing
./train2014/COCO_train2014_000000147520.jpg,Is there grass on the ground ?,no
./train2014/COCO_train2014_000000147520.jpg,Is this the woods ?,yes
./train2014/COCO_train2014_000000528165.jpg,Are these animal in a barn ?,no
./train2014/COCO_train2014_000000528165.jpg,Are the animals all the same color ?,no
./train2014/COCO_train2014_000000528165.jpg,Do these animals eat grass ?,yes
./train2014/COCO_train2014_000000580781.jpg,Can you guess what this girl is currently entertaining herself with ?,texting
./train2014/COCO_train2014_000000580781.jpg,What color is the girl's headband ?,pink
./train2014/COCO_train2014_000000580781.jpg,What snack is sitting in front of the girl ?,candy
./train2014/COCO_train2014_000000504065.jpg,Are the roads wet ?,yes
./train2014/COCO_train2014_000000504065.jpg,What color is the first traffic signal ?,red light
./train2014/COCO_train2014_000000504065.jpg,Why are the lights reflecting on the ground ?,rain
./train2014/COCO_train2014_000000321679.jpg,Is this a military vehicle ?,no
./train2014/COCO_train2014_000000321679.jpg,Is it sunny ?,yes
./train2014/COCO_train2014_000000321679.jpg,What brand of vehicle is in the foreground ?,chevy
./train2014/COCO_train2014_000000514269.jpg,Is anyone in the bathroom ?,no
./train2014/COCO_train2014_000000514269.jpg,Is there a mirror on the wall ?,yes
./train2014/COCO_train2014_000000514269.jpg,What is the sink made out of ?,tile
./train2014/COCO_train2014_000000184914.jpg,Are the people twins ?,no
./train2014/COCO_train2014_000000184914.jpg,Is the giraffe attacking the child ?,no
./train2014/COCO_train2014_000000184914.jpg,How many different types of animals are in the photo ?,1
./train2014/COCO_train2014_000000292211.jpg,What is on the child's knees ?,pads
./train2014/COCO_train2014_000000292211.jpg,Is he protected from injury ?,yes
./train2014/COCO_train2014_000000292211.jpg,What is this child doing ?,laying down
./train2014/COCO_train2014_000000057903.jpg,Is there a needle in the picture ?,yes
./train2014/COCO_train2014_000000057903.jpg,How many pairs of scissors are there ?,1
./train2014/COCO_train2014_000000057903.jpg,What is the name of the middle tool ?,file
./train2014/COCO_train2014_000000116755.jpg,Is the child clean ?,no
./train2014/COCO_train2014_000000116755.jpg,How many toes are over the edge of the board ?,5
./train2014/COCO_train2014_000000116755.jpg,What is the person on ?,skateboard
./train2014/COCO_train2014_000000090290.jpg,How is the toilet floor ?,clean
./train2014/COCO_train2014_000000090290.jpg,Is the toilet seat up or down ?,down
./train2014/COCO_train2014_000000090290.jpg,What color is the tile on the wall ?,blue
./train2014/COCO_train2014_000000258129.jpg,Is the dog trying to catch the frisbee ?,yes
./train2014/COCO_train2014_000000258129.jpg,Is there a frisbee on the ground ?,no
./train2014/COCO_train2014_000000258129.jpg,Is this a park ?,yes
./train2014/COCO_train2014_000000146849.jpg,Are there big waves to ride ?,no
./train2014/COCO_train2014_000000146849.jpg,What is the white portion of the photo ?,wave
./train2014/COCO_train2014_000000146849.jpg,What color is the surfboard ?,blue
./train2014/COCO_train2014_000000117325.jpg,What color is the person's jacket ?,green
./train2014/COCO_train2014_000000117325.jpg,Is the person alone ?,yes
./train2014/COCO_train2014_000000117325.jpg,What is covering the ground ?,dirt
./train2014/COCO_train2014_000000176736.jpg,Do people have on wetsuits ?,yes
./train2014/COCO_train2014_000000176736.jpg,How many umbrellas are rainbow ?,3
./train2014/COCO_train2014_000000176736.jpg,What color is the board ?,blue
./train2014/COCO_train2014_000000506130.jpg,Why are people watching the skateboarder ?,doing tricks
./train2014/COCO_train2014_000000506130.jpg,What color are the skateboarders front wheels ?,yellow
./train2014/COCO_train2014_000000506130.jpg,Why is there an orange cone behind the skateboarder ?,marks
./train2014/COCO_train2014_000000351004.jpg,Is the man in motion ?,yes
./train2014/COCO_train2014_000000351004.jpg,What type of court is this ?,tennis
./train2014/COCO_train2014_000000351004.jpg,Which direction is the ball traveling ?,up
./train2014/COCO_train2014_000000107747.jpg,What time is it ?,2:15
./train2014/COCO_train2014_000000107747.jpg,How many clocks on the building ?,1
./train2014/COCO_train2014_000000107747.jpg,How tall is this building ?,unknown
./train2014/COCO_train2014_000000093826.jpg,What is the man doing ?,surfing
./train2014/COCO_train2014_000000093826.jpg,Is he wearing a wetsuit ?,no
./train2014/COCO_train2014_000000093826.jpg,Can you see both of the man's arms ?,no
./train2014/COCO_train2014_000000154259.jpg,Who took the picture ?,gary cole
./train2014/COCO_train2014_000000154259.jpg,Does that dog look lonely ?,yes
./train2014/COCO_train2014_000000154259.jpg,What color is the wheel ?,black
./train2014/COCO_train2014_000000155340.jpg,How much does this cat weigh ?,5 lbs
./train2014/COCO_train2014_000000155340.jpg,Why is the cup on the cat head ?,for this picture only
./train2014/COCO_train2014_000000155340.jpg,What is inside the green cup ?,straw
./train2014/COCO_train2014_000000129568.jpg,Which direction is the ball going ?,towards player
./train2014/COCO_train2014_000000129568.jpg,What sport is this ?,tennis
./train2014/COCO_train2014_000000129568.jpg,Is the player on the baseline or service line ?,baseline
./train2014/COCO_train2014_000000354888.jpg,How many light bulbs are here ?,8
./train2014/COCO_train2014_000000354888.jpg,Is this woman looking in a mirror ?,yes
./train2014/COCO_train2014_000000354888.jpg,What color is the woman's hair ?,blonde
./train2014/COCO_train2014_000000148144.jpg,Can you make out the people's faces easily ?,no
./train2014/COCO_train2014_000000148144.jpg,What time was the photo taken ?,late afternoon
./train2014/COCO_train2014_000000148144.jpg,Is the sun visible in this picture ?,yes
./train2014/COCO_train2014_000000313873.jpg,How many people are wearing hats ?,2
./train2014/COCO_train2014_000000313873.jpg,What are the boys looking at ?,phones
./train2014/COCO_train2014_000000313873.jpg,How many boys are looking at their cell phones ?,2
./train2014/COCO_train2014_000000336634.jpg,How many power outlets can be seen ?,2
./train2014/COCO_train2014_000000336634.jpg,Is this a modern sink ?,yes
./train2014/COCO_train2014_000000336634.jpg,Are there any towels on the rack ?,0
./train2014/COCO_train2014_000000256611.jpg,Is someone a true appreciation of technology ?,yes
./train2014/COCO_train2014_000000256611.jpg,"If the power went out, where would you still be able to write notes ?",address book
./train2014/COCO_train2014_000000256611.jpg,Why isn't the mouse plugged ?,wireless
./train2014/COCO_train2014_000000046013.jpg,What room is this ?,kitchen
./train2014/COCO_train2014_000000046013.jpg,What color is the tie ?,blue
./train2014/COCO_train2014_000000046013.jpg,Is this the proper shirt to wear with a tie ?,no
./train2014/COCO_train2014_000000166354.jpg,How many people are surfing ?,1
./train2014/COCO_train2014_000000166354.jpg,Are there waves in the picture ?,yes
./train2014/COCO_train2014_000000166354.jpg,Do you see a sea creature in the background ?,yes
./train2014/COCO_train2014_000000451690.jpg,What does her shirt say ?,hotel
./train2014/COCO_train2014_000000451690.jpg,What is the child holding ?,wii remotes
./train2014/COCO_train2014_000000451690.jpg,Is the child wearing a bib ?,yes
./train2014/COCO_train2014_000000254101.jpg,Why isn't someone getting rid of all this junk ?,hoarders
./train2014/COCO_train2014_000000254101.jpg,What kind of structure is that ?,building
./train2014/COCO_train2014_000000254101.jpg,What is the large light green appliance ?,fridge
./train2014/COCO_train2014_000000144620.jpg,Are they sitting at a park ?,yes
./train2014/COCO_train2014_000000144620.jpg,What surrounds the two people on the park bench ?,park and trees
./train2014/COCO_train2014_000000144620.jpg,What does it say on the park bench ?,love story
./train2014/COCO_train2014_000000178178.jpg,What material is the couch made of ?,velvet
./train2014/COCO_train2014_000000178178.jpg,Is that a gray tabby ?,no
./train2014/COCO_train2014_000000178178.jpg,What is beside the chair ?,table
./train2014/COCO_train2014_000000020742.jpg,Is this woman outside ?,yes
./train2014/COCO_train2014_000000020742.jpg,Is the woman wearing boots ?,yes
./train2014/COCO_train2014_000000020742.jpg,What is the woman sitting on ?,bench
./train2014/COCO_train2014_000000335692.jpg,What is this guy doing ?,eating
./train2014/COCO_train2014_000000335692.jpg,Is the sandwich homemade ?,yes
./train2014/COCO_train2014_000000335692.jpg,Does the guy have beards ?,yes
./train2014/COCO_train2014_000000198706.jpg,How many zebras are there ?,3
